"","DrugName"
"15669","HomeCare - DIMETHYL FUMARATE 240 mg Gastro-Resist"
"15670","HomeCare - DIMETHYL FUMARATE 240 mg Gastro-Resista"
"15671","HomeCare - DOMPERIDONE 10 mg Tablets"
"15672","HomeCare - DORNASE ALFA  2.5 mg Nebuliser Solutio"
"15673","HomeCare - DORNASE ALFA  2.5 mg Nebuliser Solution"
"15674","HomeCare - DORNASE ALFA (HOMECARE) (PULMOZYME) 2.5"
"15675","HomeCare - DORNASE ALFA (HOMECARE) 2.5 mg Nebulis"
"15676","HomeCare - DORNASE ALFA (HOMECARE) 2.5 mg Nebulise"
"15677","HomeCare - DORNASE ALFA Nebulised (HOMECARE) 2.5"
"15678","HomeCare - DOXYCYCLINE 100 mg Capsules"
"15679","HomeCare - DUPILUMAB (FOC via EAMS) (HOMECARE) 30"
"15680","HomeCare - DUPILUMAB (FOC via EAMS) (HOMECARE) 300"
"15681","HomeCare - DUPILUMAB (HOMECARE) 300 mg in 2ml Sub"
"15682","HOMECARE - DUPILUMAB 300 mg prefilled syringe"
"15683","HomeCare - ECULIZUMAB (HOMECARE) 300 mg Injection"
"15684","HomeCare - ECULIZUMAB (HOMECARE) BLOOD TEST"
"15685","HomeCare - ECULIZUMAB 300 mg Injection"
"15686","HomeCare - ECULIZUMAB PHLEBOTOMY (HOMECARE)"
"15687","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 1000 un"
"15688","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 1000 uni"
"15689","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 2000 un"
"15690","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 2000 uni"
"15691","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 250 uni"
"15692","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 250 unit"
"15693","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 3000 un"
"15694","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 500 uni"
"15695","HomeCare - EFMOROCTOCOG (ELOCTA) HOMECARE 500 unit"
"15696","HomeCare - ELOCTA (HOMECARE) 1000 units Powder and"
"15697","HomeCare - ELOCTA (HOMECARE) 1500 units Powder and"
"15698","HomeCare - ELOCTA (HOMECARE) 2000 units Powder and"
"15699","HomeCare - ELOCTA (HOMECARE) 250 units Powder and"
"15700","HomeCare - ELOCTA (HOMECARE) 500 units Powder and"
"15701","HOMECARE - EMERGENCY DELIVERY CHARGES"
"15702","HomeCare - EMICIZUMAB (HOMECARE) 105 mg in 0.7ml I"
"15703","HomeCare - EMICIZUMAB (HOMECARE) 30 mg in 1ml Inj"
"15704","HomeCare - EMICIZUMAB (HOMECARE) 30 mg in 1ml Inje"
"15705","HomeCare - EMICIZUMAB (HOMECARE) 60 mg in 0.4ml I"
"15706","HomeCare - EMICIZUMAB (HOMECARE) 60 mg in 0.4ml In"
"15707","HomeCare - EMLA (HOMECARE) (H@H) 5 % Cream"
"15708","HomeCare - EMLA (HOMECARE) (HH) 5 % Cream"
"15709","HomeCare - EMLA (HOMECARE) (LLOYDS) 5 % Cream"
"15710","HomeCare - ENOXAPARIN (Clexane) 20mg in 0.2ml Inje"
"15711","HomeCare - ENOXAPARIN (Clexane) 40mg in 0.4ml Inj"
"15712","HomeCare - ENOXAPARIN (Clexane) 40mg in 0.4ml Inje"
"15713","HomeCare - ENOXAPARIN (HOMECARE) (Clexane) 20mg in"
"15714","HomeCare - ENOXAPARIN (HOMECARE) (Clexane) 40mg in"
"15715","HomeCare - ESOMEPRAZOLE (HOMECARE) CALEA 40 mg In"
"15716","HomeCare - ESOMEPRAZOLE (HOMECARE) CALEA 40 mg Inj"
"15717","HomeCare - ESOMEPRAZOLE (HOMECARE) LLOYDS 40 mg In"
"15718","HOMECARE - ETANERCEPT (BENEPALI PRE-FILLED PEN)"
"15719","HOMECARE - ETANERCEPT (BENEPALI PRE-FILLED PEN) 50 mg Injection"
"15720","HOMECARE - ETANERCEPT (BENEPALI PRE-FILLED SYRINGE) 25 mg Injection"
"15721","HOMECARE - ETANERCEPT (BENEPALI PRE-FILLED SYRINGE) 50 mg Injection"
"15722","HOMECARE - ETANERCEPT (BENEPALI)"
"15723","HomeCare - ETANERCEPT (BENEPALI) (HOMECARE) 50 mg"
"15724","HOMECARE - ETANERCEPT (BENEPALI) 50 mg in 1mL Prefilled Pen"
"15725","HomeCare - ETANERCEPT (BENEPALI) 50 mg Pre-filled"
"15726","HOMECARE - ETANERCEPT (BENEPALI) PEN 50 mg Injection"
"15727","HOMECARE - ETANERCEPT (ENBREL VIAL AND DILUENT)"
"15728","HOMECARE - ETANERCEPT (ENBREL VIAL AND DILUENT) 10 mg Injection"
"15729","HOMECARE - ETANERCEPT (ENBREL VIAL AND DILUENT) 25 mg Injection"
"15730","HOMECARE - ETANERCEPT (ENBREL)"
"15731","HomeCare - ETANERCEPT (ENBREL) (HOMECARE) 25 mg In"
"15732","HOMECARE - ETANERCEPT (ENBREL) 25 mg in 0.5mL Prefilled Syringe"
"15733","HOMECARE - ETANERCEPT (ENBREL) 25 mg Injection"
"15734","HOMECARE - ETANERCEPT (ENBREL) 25 mg prefilled syringe"
"15735","HOMECARE - ETANERCEPT (ENBREL) 50 mg in 1mL Prefilled Syringe"
"15736","HomeCare - ETANERCEPT (ENBREL) 50 mg Pre-Filled s"
"15737","HOMECARE - ETANERCEPT (ENBREL) 50 mg Pre-Filled sy"
"15738","HOMECARE - ETANERCEPT (ENBREL) 50 mg prefilled syringe"
"15739","HOMECARE - ETANERCEPT (ENBREL) 50mg prefilled pen"
"15740","HOMECARE - ETANERCEPT (ENBREL) MYCLIC"
"15741","HOMECARE - ETANERCEPT (ENBREL) MYCLIC 50 mg in 1mL Prefilled Pen"
"15742","HOMECARE - ETANERCEPT (ENBREL) MYCLIC PRE FILLED PEN 50 mg Injection"
"15743","HOMECARE - ETANERCEPT (ENBREL) PRE-FILLED SYRINGE 25 mg Injection"
"15744","HOMECARE - ETANERCEPT (ENBREL) PRE-FILLED SYRINGE 50 mg Injection"
"15745","HOMECARE - ETANERCEPT (ERELZI) PFS"
"15746","HOMECARE - ETANERCEPT (ERELZI) PFS 50 mg Injection"
"15747","HOMECARE - ETANERCEPT (ERELZI) PRE-FILLED PEN"
"15748","HOMECARE - ETANERCEPT (ERELZI) PRE-FILLED PEN 50 mg Injection"
"15749","HOMECARE - ETANERCEPT (ERELZI) PRE-FILLED SYRINGE"
"15750","HOMECARE - ETANERCEPT (ERELZI) PRE-FILLED SYRINGE 25 mg Injection"
"15751","HomeCare - ETANERCEPT (Homecare) (ENBREL) 50 mg P"
"15752","HOMECARE - ETANERCEPT (Homecare) (ENBREL) 50 mg Pr"
"15753","HOMECARE - ETANERCEPT 25 mg Injection"
"15754","HOMECARE - ETANERCEPT 50 mg prefilled syringe"
"15755","HomeCare - ETANERCEPT PAEDIATRIC (ENBREL) 25 mg I"
"15756","HOMECARE - ETANERCEPT PAEDIATRIC (ENBREL) 25 mg In"
"15757","HOMECARE - EVEROLIMUS  (VOTUBIA) 2 mg Dispersible tablets"
"15758","HOMECARE - EVOLOCUMAB (REPATHA) SURECLICK"
"15759","HOMECARE - EVOLOCUMAB (REPATHA) SURECLICK 140 mg in 1mL Prefilled Pen"
"15760","HomeCare - EXTRA ANCILLARIES (HOMECARE)"
"15761","HOMECARE - EXTRA ANCILLIARIES (HOMECARE)"
"15762","HomeCare - FILGRASTIM (BIOSIMILAR) 300 micrograms"
"15763","HomeCare - FINGOLIMOD (as Hydrochloride) 500 micr"
"15764","HomeCare - FINGOLIMOD (as Hydrochloride) 500 micro"
"15765","HomeCare - FINGOLIMOD (HOMECARE) 500 microgram Cap"
"15766","HomeCare - FINGOLIMOD 500 microgram Capsules"
"15767","HOMECARE - FLUCLOXACILLIN 24HR INFUSION 0 - 8000mg (OPAT)"
"15768","HomeCare - GENTAMICIN (HOMECARE) INTERMATE DEVICE"
"15769","HomeCare - GLATIRAMER ACETATE (BRABIO) (HOMECARE)"
"15770","HomeCare - GLATIRAMER ACETATE (COPAXONE) (HOMECAR"
"15771","HomeCare - GLATIRAMER ACETATE (COPAXONE) (HOMECARE"
"15772","HomeCare - GLATIRAMER ACETATE (HOMECARE) (BRABIO)"
"15773","HomeCare - GLATIRAMER ACETATE (HOMECARE) (COPAXONE"
"15774","HomeCare - GLUCOSE  (1 Litre) 5 % Intravenous Inj"
"15775","HomeCare - GLUCOSE  (1 Litre) 5 % Intravenous Inje"
"15776","HOMECARE - GOLIMUMAB Auto Injector Pen"
"15777","HOMECARE - GOLIMUMAB Auto injector pen 100 mg in 1mL Injection"
"15778","HOMECARE - GOLIMUMAB Auto Injector Pen 50 mg in 0.5mL Injection"
"15779","HOMECARE - HAEMATOLOGY ANCILLARIES"
"15780","HomeCare - HAEMOPHILIA 1 MONTH DELIVERY CHARGE (H"
"15781","HomeCare - HAEMOPHILIA 1 MONTH DELIVERY CHARGE (HO"
"15782","HomeCare - HAEMOPHILIA EXTRA ANCILLARIES (HOMECAR"
"15783","HomeCare - HAEMOPHILIA EXTRA ANCILLARIES (HOMECARE"
"15784","HomeCare - HAEMOPHILIA NURSING FEE - ELOCTA H@H ("
"15785","HomeCare - HAEMOPHILIA NURSING FEE - ELOCTA H@H (H"
"15786","HomeCare - HEPARIN 50 units in 5ml Pre-Filled syri"
"15787","HomeCare - HEPARIN SODIUM (HOMECARE) LLOYDS 50 un"
"15788","HomeCare - HEPARIN SODIUM (HOMECARE) LLOYDS 50 uni"
"15789","HomeCare - HOMECARE  PUMP RENTAL"
"15790","HOMECARE - HPN (ADDITIONAL ANCILLARIES N/F)"
"15791","HOMECARE - HPN (ANCILLARIES & EQUIPMENT)"
"15792","HOMECARE - HPN (CMU ANCILLARIES & BAGS)"
"15793","HOMECARE - HPN (N/F ITEM)"
"15794","HOMECARE - HPN BAND A (FRAMEWORK)"
"15795","HomeCare - HPN BAND A all in one compounded-8 or"
"15796","HomeCare - HPN BAND A all in one compounded-8 or >"
"15797","HomeCare - HPN BAND C all in one compounded-7 or"
"15798","HomeCare - HPN BAND C all in one compounded-7 or <"
"15799","HomeCare - HPN BAND D simple fluid bag-compounded"
"15800","HomeCare - HPN BAND D simple fluid bag (NO ADDITI"
"15801","HomeCare - HPN BAND D simple fluid bag (NO ADDITIO"
"15802","HomeCare - HPN BAND E multichamber bag with no ad"
"15803","HomeCare - HPN BAND E multichamber bag with no add"
"15804","HOMECARE - HPN BAND F (ON HOLD CHARGE)"
"15805","HomeCare - HPN BAND F (on hold HPN) B BRAUN  Intr"
"15806","HomeCare - HPN BAND F (on hold HPN) B BRAUN  Intra"
"15807","HomeCare - HPN BAND F (on hold HPN) CALEA  Intrav"
"15808","HomeCare - HPN BAND F (on hold HPN) CALEA  Intrave"
"15809","HomeCare - HPN BAND F (on hold HPN) LLOYDS  Intra"
"15810","HomeCare - HPN BAND F (on hold HPN) LLOYDS  Intrav"
"15811","HomeCare - HPN BAND F (on hold HPN) WILLOW  Intra"
"15812","HomeCare - HPN BAND F (on hold HPN) WILLOW  Intrav"
"15813","HOMECARE - HPN BAND G (FRAMEWORK)"
"15814","Homecare - HPN BAND G (Pump charge only) B BRAUN"
"15815","HomeCare - HPN BAND G (Pump charge only) CALEA  I"
"15816","HomeCare - HPN BAND G (Pump charge only) CALEA  In"
"15817","HomeCare - HPN BAND G (Pump charge only) LLOYDS"
"15818","HomeCare - HPN BAND G (Pump charge only) LLOYDS  I"
"15819","HomeCare - HPN BAND G (Pump charge only) WILLOW"
"15820","HOMECARE - HPN BAND G (Pump charge only) WILLOW  I"
"15821","HomeCare - HPN BAND H (pump from List B) B BRAUN"
"15822","HomeCare - HPN BAND H (pump from List B) CALEA  I"
"15823","HomeCare - HPN BAND H (pump from List B) CALEA  In"
"15824","HomeCare - HPN BAND H (pump from List B) LLOYDS"
"15825","HomeCare - HPN BAND H (pump from List B) LLOYDS  I"
"15826","HOMECARE - HPN DELIVERY"
"15827","HOMECARE - HPN DELIVERY (STANDARD)"
"15828","HomeCare - HPN EMERGENCY DELIVERY (B BRAUN)"
"15829","HomeCare - HPN EMERGENCY DELIVERY (LLOYDS)"
"15830","HOMECARE - HPN EQUIPMENT CHARGE (BAND F)"
"15831","HomeCare - HPN EXTRA ANCILLARIES (HOMECARE)"
"15832","HomeCare - HPN EXTRA ANCILLIARIES (HOMECARE)"
"15833","HOMECARE - HPN HEPARIN 5ml AMPOULE (N/F) 10 units in 1ml Injection"
"15834","HOMECARE - HPN HEPARIN 5ml AMPOULE 10 units in 1ml Injection"
"15835","HOMECARE - HPN HEPARIN 5ml PRE-FILLED SYRINGE (FRAMEWORK)"
"15836","HOMECARE - HPN INSTALLATION & REMOVAL FEE"
"15837","HomeCare - HPN NURSING FEE (HOMECARE) B BRAUN"
"15838","HomeCare - HPN NURSING FEE (HOMECARE) CALEA"
"15839","HomeCare - HPN NURSING FEE (HOMECARE) LLOYDS"
"15840","HomeCare - HPN NURSING FEE (HOMECARE) WILLOW"
"15841","HOMECARE - HPN NURSING HOURS"
"15842","HOMECARE - HPN PACKAGE"
"15843","HOMECARE - HPN SOD CHL 0.45% GLUCOSE 10% POT CHL 0.15% (N/F) 500 ml Infusion"
"15844","HOMECARE - HPN SOD CHL 0.45% GLUCOSE 10% POT CHL 0.15% 500 ml Infusion"
"15845","HomeCare - HPN SODIUM CHLORIDE 0.9% + MAGNESIUM 8"
"15846","HomeCare - HPN SODIUM CHLORIDE 0.9% + MAGNESIUM 8m"
"15847","HOMECARE - HPN SODIUM CHLORIDE PFS 10ml (N/F) 0.9 % prefilled syringe"
"15848","HomeCare - HPN STANDARD DELIVERY FEE (M-F 8am-6pm"
"15849","HomeCare - HPN STANDARD DELIVERY FEE (M-F 8am-6pm)"
"15850","HOMECARE - HPN TAUROLOCK 3ml  AMPOULE  Injection"
"15851","HOMECARE - HPN TAUROLOCK 3ml  AMPOULE (FRAMEWORK)"
"15852","HOMECARE - HPN TAUROLOCK 3ml PRE-FILLED SYRINGE (FRAMEWORK)  prefilled syringe"
"15853","HomeCare - HYDROCORTISONE SODIUM SUCCINATE (HOMECA"
"15854","HomeCare - HYDROCORTISONE SODIUM SUCCINATE 100 mg"
"15855","HomeCare - HYDROXOCOBALAMIN (HOMECARE) 1000 microg"
"15856","HomeCare - HYDROXOCOBALAMIN 1000 micrograms in 1ml"
"15857","HomeCare - HYPERTONIC SODIUM CHLORIDE (NEBUSAL) (H"
"15858","HomeCare - IBRUTINIB (HOMECARE) 140 mg Capsules"
"15859","HomeCare - ICATIBANT (HOMECARE) 30 mg in 3ml Inje"
"15860","HomeCare - ICATIBANT (HOMECARE) 30 mg in 3ml Injec"
"15861","HOMECARE - IG (ANCILS and PUMP inital fee)"
"15862","HOMECARE - IG (ANCILS only)"
"15863","HOMECARE - IG (PUMP hire)"
"15864","HOMECARE - IG DELIVERY AND SERVICE CHARGES"
"15865","HomeCare - IMATINIB (GLIVEC) HOMECARE 100 mg Table"
"15866","HomeCare - IMMUNO HOMECARE 2 SYRINGE DRIVER PACK"
"15867","HomeCare - IMMUNO HOMECARE 2 SYRINGE DRIVER PACK -"
"15868","HOMECARE - IMMUNO HOMECARE ANCILLARIES (H@H)"
"15869","HomeCare - IMMUNO HOMECARE ANCILLARIES (HH)"
"15870","HomeCare - IMMUNO HOMECARE ANCILLARIES (LLOYDS)"
"15871","HomeCare - IMMUNO HOMECARE DELIVERY CHARGE (H@H)"
"15872","HomeCare - IMMUNO HOMECARE DELIVERY CHARGE (HH)"
"15873","HomeCare - IMMUNO HOMECARE DELIVERY CHARGE (LLOYD"
"15874","HomeCare - IMMUNO HOMECARE DELIVERY CHARGE (LLOYDS"
"15875","HomeCare - IMMUNO HOMECARE INTRAVENOUS  -  PACK B"
"15876","HomeCare - IMMUNO HOMECARE S/C EQUIPMENT FEE (2 S"
"15877","HomeCare - IMMUNO HOMECARE S/C EQUIPMENT FEE (2 SY"
"15878","HomeCare - IMMUNO HOMECARE S/C EXTRA PUMP FEE"
"15879","HomeCare - IMMUNO HOMECARE SUBCUTANEOUS - PACK 1"
"15880","HomeCare - IMMUNO HOMECARE SUBCUTANEOUS - PACK 2"
"15881","HomeCare - IMMUNO HOMECARE SUBCUTANEOUS - PACK 3"
"15882","HomeCare - IMMUNO HOMECARE SUBCUTANEOUS - PACK 4"
"15883","HomeCare - IMMUNO HOMECARE SUBCUTANEOUS - PACK 5"
"15884","HOMECARE - IMMUNOGLOBULIN (GAMMANORM)  Injection"
"15885","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (12mL) 2 g"
"15886","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (12mL) 2 g s"
"15887","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (20mL) 3.3"
"15888","HOMECARE - IMMUNOGLOBULIN (GAMMANORM) (20mL) 3.3 g"
"15889","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (24mL) 4 g"
"15890","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (24mL) 4 g s"
"15891","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (48mL) 8 g"
"15892","HomeCare - IMMUNOGLOBULIN (GAMMANORM) (48mL) 8 g S"
"15893","HomeCare - IMMUNOGLOBULIN (GAMUNEX - HOMECARE) 10%"
"15894","HOMECARE - IMMUNOGLOBULIN (HIZENTRA) 1 g in 5ml Injection"
"15895","HOMECARE - IMMUNOGLOBULIN (HIZENTRA) 2 g in 10ml Injection"
"15896","HomeCare - IMMUNOGLOBULIN (HIZENTRA) 20% (10mL) 2"
"15897","HomeCare - IMMUNOGLOBULIN (HIZENTRA) 20% (20mL) 4"
"15898","HomeCare - IMMUNOGLOBULIN (HIZENTRA) 20% (5mL) 1 g"
"15899","HOMECARE - IMMUNOGLOBULIN (HIZENTRA) 4 g in 20ml Injection"
"15900","HomeCare - IMMUNOGLOBULIN (HOMECARE) (CUVITRU) 20%"
"15901","HomeCare - IMMUNOGLOBULIN (HOMECARE) (GAMMANORM) 1"
"15902","HomeCare - IMMUNOGLOBULIN (HOMECARE) (GAMUNEX) 10%"
"15903","HomeCare - IMMUNOGLOBULIN (HOMECARE) (HIZENTRA) 20"
"15904","HomeCare - IMMUNOGLOBULIN (HOMECARE) (SUBGAM) 1 g"
"15905","HomeCare - IMMUNOGLOBULIN (HOMECARE) (SUBGAM) 16%"
"15906","HomeCare - IMMUNOGLOBULIN (HOMECARE) (SUBGAM) 2 g"
"15907","HomeCare - IMMUNOGLOBULIN (HOMECARE) 2 SYR DRIVER"
"15908","HomeCare - IMMUNOGLOBULIN (HOMECARE) ANCILLARIES ("
"15909","HomeCare - IMMUNOGLOBULIN (HOMECARE) DELIVERY CHAR"
"15910","HomeCare - IMMUNOGLOBULIN (HOMECARE) INTRAVENOUS"
"15911","HomeCare - IMMUNOGLOBULIN (HOMECARE) NURSING COST"
"15912","HomeCare - IMMUNOGLOBULIN (HOMECARE) S/C EQUIPT FE"
"15913","HomeCare - IMMUNOGLOBULIN (HOMECARE) S/C EXTRA PUM"
"15914","HomeCare - IMMUNOGLOBULIN (HOMECARE) SUBCUTANEOUS"
"15915","HomeCare - IMMUNOGLOBULIN (KIOVIG LIQUID) (200ml)"
"15916","HomeCare - IMMUNOGLOBULIN (KIOVIG LIQUID) (50mL)"
"15917","HomeCare - IMMUNOGLOBULIN (KIOVIG LIQUID) (50mL) 5"
"15918","HOMECARE - IMMUNOGLOBULIN (SUBCUVIA)  Injection"
"15919","HomeCare - IMMUNOGLOBULIN (SUBGAM) 1 g Subcutaneou"
"15920","HomeCare - IMMUNOGLOBULIN (SUBGAM) 2 g Subcutaneou"
"15921","HomeCare - IMMUNOGLOBULIN [SUBCUVIA] 0.8 g in 5ml"
"15922","HomeCare - IMMUNOGLOBULIN [SUBCUVIA] 1.6 g in 10"
"15923","HomeCare - IMMUNOGLOBULIN [SUBCUVIA] 1.6 g in 10 m"
"15924","HomeCare - IMMUNOGLOBULIN [SUBGAM] 1.5 g Subcutan"
"15925","HomeCare - IMMUNOGLOBULIN [SUBGAM] 1.5 g Subcutane"
"15926","HomeCare - IMMUNOGLOBULIN [SUBGAM] 750 mg Subcuta"
"15927","HomeCare - IMMUNOGLOBULIN [SUBGAM] 750 mg subcutan"
"15928","HomeCare - IMMUNOGLOBULIN [SUBGAM] DO NOT USE 1.5"
"15929","HomeCare - IMMUNOGLOBULIN 10% (PRIVIGEN) 20 g Int"
"15930","HomeCare - IMMUNOGLOBULIN 10% (PRIVIGEN) 20 g Intr"
"15931","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 1 g Subcu"
"15932","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 1 g Subcut"
"15933","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 2 g Subcu"
"15934","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 2 g Subcut"
"15935","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 4 g Subcu"
"15936","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 4 g Subcut"
"15937","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 8 g Subcu"
"15938","HomeCare - IMMUNOGLOBULIN 20% (CUVITRU) 8 g Subcut"
"15939","HOMECARE - IMMUNOGLOBULIN HUMAN (CUVITRU) 1 g in 5ml Injection"
"15940","HOMECARE - IMMUNOGLOBULIN HUMAN (CUVITRU) 4 g in 20ml Injection"
"15941","HOMECARE - IMMUNOGLOBULIN NORMAL (CUVITRU) 2 g in 10ml Injection"
"15942","HomeCare - IMMUNOGLOBULIN NURSING COST 1 HR (SUBCU"
"15943","HomeCare - IMMUNOGLOBULIN NURSING COST 2 HR (SUBC"
"15944","HomeCare - IMMUNOGLOBULIN NURSING COST 2 HR (SUBCU"
"15945","HomeCare - IMMUNOGLOBULIN NURSING COST 3 HR (SUBC"
"15946","HomeCare - INTERFERON BETA 1a (AVONEX) (HOMECARE)"
"15947","HomeCare - INTERFERON BETA 1a (HOMECARE) (AVONEX)"
"15948","HomeCare - INTERFERON BETA 1a (HOMECARE) (REBIF) 2"
"15949","HomeCare - INTERFERON BETA 1a (HOMECARE) (REBIF) 4"
"15950","HomeCare - INTERFERON BETA 1a (REBIF) (HOMECARE)"
"15951","HomeCare - INTERFERON BETA 1a (REBIF) (HOMECARE) 2"
"15952","HomeCare - INTERFERON BETA 1a (REBIF) (HOMECARE) 4"
"15953","HomeCare - INTERFERON BETA 1b (BETAFERON) (HOMECA"
"15954","HomeCare - INTERFERON BETA 1b (BETAFERON) (HOMECAR"
"15955","HomeCare - INTERFERON BETA 1b (HOMECARE) (BETAFERO"
"15956","HomeCare - ITH TPN with GIVING SET"
"15957","HomeCare - ITH TPN with GIVING SET 1 ml Batch"
"15958","HomeCare - IV ANTIBIOTIC (HOMECARE)  ANCILLARY FEE"
"15959","HomeCare - IV ANTIBIOTIC (HOMECARE) DELIVERY FEE"
"15960","HomeCare - IV ANTIBIOTIC ANCILLARY FEE (HOMECARE)"
"15961","HomeCare - IV ANTIBIOTIC DELIVERY FEE (HOMECARE)"
"15962","HomeCare - IV CHEMO BEVACIZUMAB NURSING FEE (HOME"
"15963","HomeCare - IV CHEMO BEVACIZUMAB NURSING FEE (HOMEC"
"15964","HomeCare - IV CHEMO BORTEZOMIB NURSING FEE (HOMEC"
"15965","HomeCare - IV CHEMO BORTEZOMIB NURSING FEE (HOMECA"
"15966","HomeCare - IV CHEMO COMPOUNDING FEE (HOMECARE)"
"15967","HomeCare - IV CHEMO DARBEPOETIN NURSING FEE (HOMEC"
"15968","HomeCare - IV CHEMO DELIVERY FEE SOUTHAMPTON (HOM"
"15969","HomeCare - IV CHEMO DELIVERY FEE SOUTHAMPTON (HOME"
"15970","HomeCare - IV CHEMO DENOSUMAB / GOSERELIN NURSING"
"15971","HomeCare - IV CHEMO FILGRASTIM NURSING FEE (HOMECA"
"15972","HomeCare - IV CHEMO NIVOLUMAB NURSING FEE (HOMECA"
"15973","HomeCare - IV CHEMO NIVOLUMAB NURSING FEE (HOMECAR"
"15974","HomeCare - IV CHEMO PEMBROLIZUMAB / PEMETREXED NUR"
"15975","HomeCare - IV CHEMO PEMBROLIZUMAB NURSING FEE (HO"
"15976","HomeCare - IV CHEMO PEMBROLIZUMAB NURSING FEE (HOM"
"15977","HomeCare - IV CHEMO PHARMAXO ANCILLARY INJECTION"
"15978","HomeCare - IV CHEMO PHARMAXO ANCILLARY PACK (HOME"
"15979","HomeCare - IV CHEMO PHARMAXO ANCILLARY PACK (HOMEC"
"15980","HomeCare - IV CHEMO PHARMAXO DISPENSE & DELIVERY"
"15981","HomeCare - IV CHEMO PHARMAXO DISPENSE & DELIVERY F"
"15982","HomeCare - IV CHEMO PHARMAXO NURSE FEE (HOMECARE)"
"15983","HomeCare - IV CHEMO PHARMAXO SERVICE FEE - INFUSI"
"15984","HomeCare - IV CHEMO PHARMAXO SERVICE FEE - INFUSIO"
"15985","HomeCare - IV CHEMO PHARMAXO SERVICE FEE - INJECT"
"15986","HomeCare - IV CHEMO PHARMAXO SERVICE FEE - INJECTI"
"15987","HomeCare - IV CHEMO RITUXIMAB NURSING FEE (HOMECA"
"15988","HomeCare - IV CHEMO RITUXIMAB NURSING FEE (HOMECAR"
"15989","HomeCare - IV CHEMO THYROGEN NURSING FEE (HOMECAR"
"15990","HomeCare - IV CHEMO THYROGEN NURSING FEE (HOMECARE"
"15991","HomeCare - IV CHEMO TOPOTECAN NURSING FEE (HOMECA"
"15992","HomeCare - IV CHEMO TRASTUZUMAB / DENOSUMAB NURSI"
"15993","HomeCare - IV CHEMO TRASTUZUMAB / PERTUZUMAB NURS"
"15994","HomeCare - IV CHEMO TRASTUZUMAB / PERTUZUMAB NURSI"
"15995","HomeCare - IV CHEMO TRASTUZUMAB / ZOLEDRONIC NURS"
"15996","HomeCare - IV CHEMO TRASTUZUMAB / ZOLEDRONIC NURSI"
"15997","HomeCare - IV CHEMO TRASTUZUMAB NURSING FEE (HOME"
"15998","HomeCare - IV CHEMO TRASTUZUMAB NURSING FEE (HOMEC"
"15999","HomeCare - IVACAFTOR (HOMECARE) (KALYDECO) 150 mg"
"16000","HomeCare - IVACAFTOR (HOMECARE) (KALYDECO) 75 mg G"
"16001","HomeCare - IVACAFTOR (HOMECARE) 150 mg Tablets"
"16002","HomeCare - IVACAFTOR (HOMECARE) 75 mg Granules"
"16003","HOMECARE - IVACAFTOR (KALYDECO)"
"16004","HOMECARE - IVACAFTOR (KALYDECO) 150 mg Tablets"
"16005","HOMECARE - IVACAFTOR (KALYDECO) 50 mg Granules"
"16006","HOMECARE - IVACAFTOR (KALYDECO) 75 mg Granules"
"16007","HOMECARE - IXEKIZUMAB 80 mg in 1mL Injection"
"16008","HOMECARE - KUVAN 100 mg Soluble Tablets"
"16009","HOMECARE - LAMIVUDINE 10 mg in 1ml Oral solution"
"16010","HomeCare - LANREOTIDE (HOMECARE) 120 mg Pre-Filled"
"16011","HomeCare - LANREOTIDE (HOMECARE) 90 mg Pre-Filled"
"16012","HomeCare - LANREOTIDE 120 mg Injection"
"16013","HomeCare - LANREOTIDE 90 mg Injection"
"16014","HomeCare - LANSOPRAZOLE 15 mg Capsules"
"16015","HomeCare - LENALIDOMIDE (FOC) 10 mg Capsules"
"16016","HomeCare - LENALIDOMIDE 10 mg Capsules"
"16017","HomeCare - LEVOFLOXACIN (HOMECARE) 250 mg Tablets"
"16018","HomeCare - LEVOFLOXACIN (HOMECARE) 500 mg Tablets"
"16019","HomeCare - LIPEGFILGRASTIM 6 mg in 0.6ml Injectio"
"16020","HomeCare - LUMACAFTOR 100mg & IVACAFTOR 125mg (HOM"
